id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
56814565,"Largest room, warehouse loft, prime Williamsburg",45637252481,verified,Octavio,Brooklyn,Williamsburg,40.71947,-73.96255,United States,US,False,flexible,Private room,2020.0,$65 ,$13 ,10.0,3.0,8/17/2018,0.1,3.0,1.0,0.0,#NAME?,
9275342,Cozy 1 bdrm near Prospect Park/BK,12045455335,verified,Brooke,Brooklyn,Flatbush,40.64117,-73.96038,United States,US,True,strict,Entire home/apt,2005.0,$753 ,$151 ,1.0,3.0,5/20/2016,0.08,3.0,1.0,64.0,,
45071010,Sunset Park Gem SLR,82846651850,verified,Joe,Brooklyn,Borough Park,40.64275,-74.00183,United States,US,False,strict,Private room,2019.0,$478 ,$96 ,2.0,7.0,4/2/2018,0.26,2.0,1.0,0.0,THE HOUSE HAS 4 FLOORS AND IS SHARED WITH THE OWNER AND ONE OR TWO OTHER OCCUPANTS.   QUIET IS ASSURED (ESPECIALLY LATE EVENINGS) SMOKING IS NOT PERMITTED INSIDE THE HOUSE. THERE ARE NO LOCKS ON ROOM DOORS AS THESE ARE BEDROOMS IN A PRIVATE HOME.  PRIVACY IS ASSURED AND RESPECT OTHERS' BELONGINGS ,
45325620,Amazing loft with a great view,10929081709,verified,John,Brooklyn,Bedford-Stuyvesant,40.69347,-73.955,United States,US,True,flexible,Entire home/apt,2022.0,$969 ,$194 ,20.0,0.0,,,4.0,2.0,0.0,No loud parties. No smoking. Please),
43770343,Airy 2-Bedroom Apt with Terrace in Spanish Harlem,1669653667,verified,Sarah,Manhattan,East Harlem,40.79952,-73.93764,United States,US,False,flexible,Entire home/apt,2008.0,$126 ,$25 ,3.0,4.0,9/3/2018,0.17,5.0,1.0,7.0,,
48968039,420 friendly Beautiful rm with plenty of sunlight,17338883408,verified,Sunny,Brooklyn,Bedford-Stuyvesant,40.68285,-73.91484,United States,US,True,flexible,Private room,2022.0,$543 ,$109 ,14.0,32.0,1/2/2019,0.92,4.0,4.0,370.0,No smoking  Ask about additional fee for pets,
25291490,McDonald,376129187,unconfirmed,Sharon,Queens,Jackson Heights,40.75606,-73.87787,United States,US,False,flexible,Private room,2018.0,$195 ,$39 ,1.0,3.0,6/30/2019,1.73,5.0,2.0,350.0,,
39775558,Stylish 1897 garden duplex oasis!,80836321513,unconfirmed,Brandi,Brooklyn,Clinton Hill,40.68753,-73.96002,United States,US,False,strict,Entire home/apt,2022.0,"$1,148 ",$230 ,3.0,0.0,,,1.0,1.0,0.0,,
47107892,Big 1 bedrm St Marks Apt,33650596420,unconfirmed,Petko,Manhattan,East Village,40.7301,-73.98841,United States,US,True,moderate,Entire home/apt,2004.0,$247 ,$49 ,2.0,30.0,6/23/2019,1.41,4.0,1.0,34.0,,
20437878,Bright and cheery room in Harlem,82602134933,verified,Rachel Leigh,Manhattan,Harlem,40.82996,-73.94714,United States,US,True,moderate,Private room,2018.0,$587 ,$117 ,1.0,20.0,6/1/2019,2.05,4.0,2.0,6.0,,
10064027,Brooklyn room in a New Bldg - 20mns from Manhattan,57767260735,unconfirmed,Aicha,Brooklyn,Bedford-Stuyvesant,40.68846,-73.92155,United States,US,True,moderate,Private room,2015.0,"$1,175 ",$235 ,2.0,5.0,6/23/2019,2.24,2.0,1.0,212.0,"No smoking, pets or parties please. ",
33933328,Lovely 2 bedroom duplex vacation home with patio.,96111267778,verified,Simmone,Brooklyn,Canarsie,40.63706,-73.88592,United States,US,False,moderate,Entire home/apt,2009.0,$901 ,$180 ,1.0,2.0,1/1/2022,0.71,4.0,1.0,364.0,,
3607087,Charming Colonial House in Brooklyn,41229110855,unconfirmed,Carolina,Brooklyn,East Flatbush,40.64082,-73.94818,United States,US,True,moderate,Entire home/apt,2013.0,$67 ,$13 ,4.0,10.0,8/27/2016,0.17,1.0,1.0,180.0,"No smoking or additional guests, please.",
43974694,Interfaith Retreats (Devotion),47029902313,unconfirmed,Alex And Zeena,Manhattan,Chelsea,40.74929,-73.99545,United States,US,True,flexible,Private room,2018.0,$68 ,$14 ,1.0,113.0,6/23/2019,3.63,1.0,12.0,360.0,Respectful attitude would be asked. Respect would be returned!,
44733002,"Cozy, Private Guest Bedroom In A Great Location",67923674214,verified,Cara,Brooklyn,Crown Heights,40.67247,-73.94421,United States,US,True,moderate,Private room,2021.0,$322 ,$64 ,1.0,51.0,6/28/2018,1.83,5.0,1.0,0.0,BUILDING IS RESIDENTIAL. DOCTORS AND NURSES WHO WORK LONG HOURS ARE THE PRIMARY TENANTS OF THIS BUILDING SO RESPECTFUL NOISE LEVELS DURING 10PM-7AM ARE A MUST.,
37612198,"1,600sq ft modern duplex in new harlem brownstone",75053861149,verified,Harlem,Manhattan,East Harlem,40.80723,-73.94003,United States,US,True,strict,Entire home/apt,2012.0,"$1,066 ",$213 ,2.0,95.0,12/21/2020,1.7,4.0,1.0,0.0,,
37243262,Water View King Bed Hotel Room,46327328878,verified,Justin,Manhattan,Financial District,40.7064,-74.00418,United States,US,True,strict,Private room,2008.0,"$1,003 ",$201 ,1.0,39.0,5/2/2021,2.53,5.0,102.0,21.0,,
35598513,****THE SUITE LIFE DUPLEX****,2578777349,verified,Kila,Brooklyn,Bedford-Stuyvesant,40.68976,-73.93912,United States,US,False,moderate,Entire home/apt,2007.0,$947 ,$189 ,7.0,68.0,11/5/2021,1.01,2.0,2.0,175.0,,
4021312,LL2,71657915922,verified,Carol Gloria,Bronx,Clason Point,40.81225,-73.85349,United States,US,False,strict,Private room,2010.0,$61 ,$12 ,2.0,0.0,,,5.0,7.0,47.0,"This place is non smoking, no pets.  This home is a first floor duplex.  With the kitchen and the living room on the first floor.   Guests with mobility issues will not be able to go up and down the spiral stairs to the bedrooms located downstairs or get in the bathtub.  There are two bathrooms, the full bathroom has a bathtub and a shower. Plumbing- Welcome to Beacon Hill – Our neighborhood dates to the 1800s, charming gas lights, brick buildings, quaint you will hear occasional ticking of the plumbing. Our building plumbing also dates to the 1800s, you may hear the pipes go on occasionally.  Please exercise caution when flushing, we will provide slips to dispose of any trash and avoid visits from the Plumber. PARKING – You will find a number of parking garages throughout Beacon Hill some are: The Boston Common Garage (0 Charles Street); Charles Street Parking Garage (144 Charles Street); Standard parking (100 Cambridge Street); One Center Plaza Parking (75 Somerset Street); Brimmer S",
13969892,Private Room in Sunny Williamsburg location,81435132988,verified,Dana,Brooklyn,Williamsburg,40.7084,-73.9551,United States,US,True,strict,Private room,2012.0,$270 ,$54 ,2.0,3.0,7/24/2017,0.12,2.0,1.0,0.0,"No smoking permitted, no pets.",
37379680,,64406215333,verified,Tanya,Bronx,Norwood,40.87553,-73.88601,United States,US,True,strict,Private room,2020.0,$72 ,$14 ,3.0,24.0,3/25/2021,0.44,5.0,1.0,0.0,,
48531169,"Broadway, Luxury 1bd in Times Square",36806431219,verified,Ken,Manhattan,Theater District,40.76106,-73.9848,United States,US,True,flexible,Entire home/apt,2017.0,$481 ,$96 ,30.0,0.0,,,5.0,87.0,300.0,,
31830722,138 Bowery-Studio in Little Italy,18451126615,verified,Jeniffer,Manhattan,Lower East Side,40.71972,-73.99372,United States,US,True,flexible,Entire home/apt,2013.0,$739 ,$148 ,30.0,2.0,2/1/2022,0.91,4.0,186.0,245.0,,
50714411,Gorgeous Room with Private Bathroom in Manhattan,91492187824,verified,Julia,Manhattan,Financial District,40.70654,-74.00712,United States,US,True,strict,Private room,2013.0,$651 ,$130 ,3.0,123.0,6/30/2019,3.9,5.0,3.0,17.0,,
29396736,Unique NYC Loft - Guest Room,24712069775,unconfirmed,Lucas,Manhattan,Financial District,40.70419,-74.01127,United States,US,True,flexible,Private room,2007.0,$847 ,$169 ,5.0,177.0,2/26/2022,2.7,2.0,2.0,82.0,,
43947079,Large Basement Bedroom With Kitchen,22127873014,unconfirmed,Jonathon,Brooklyn,Crown Heights,40.66713,-73.9411,United States,US,True,moderate,Private room,2006.0,$433 ,$87 ,4.0,46.0,6/30/2019,1.94,2.0,2.0,272.0,"No parties, no smoking.",
45867427,Harlem Get Away,34244702966,verified,Roger,Manhattan,Harlem,40.8101,-73.94021,United States,US,True,strict,Private room,2009.0,$650 ,$130 ,2.0,55.0,6/23/2019,2.24,4.0,1.0,208.0,,
54695942,HOSTEL,27721587748,verified,Sergiy,Brooklyn,Gravesend,40.59982,-73.98679,United States,US,True,flexible,Shared room,2019.0,$804 ,$161 ,1.0,1.0,8/14/2018,0.09,5.0,1.0,363.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
55677379,Spacious Private Bedroom in the heart of Bushwick!,20025158950,unconfirmed,Nina,Brooklyn,Bushwick,40.69933,-73.92079,United States,US,False,strict,Private room,2013.0,$990 ,$198 ,30.0,0.0,,,5.0,17.0,327.0,Be respectful of my roommates and my dogs.,
49312674,"West 86th Street, Charming UWS One Bd Svcd Apt-A",87104699304,verified,Ken,Manhattan,Upper West Side,40.78593,-73.97284,United States,US,False,strict,Entire home/apt,2013.0,$789 ,$158 ,30.0,1.0,12/22/2017,0.05,2.0,87.0,0.0,,
15182191,Upper East Duplex with private garden,89599132686,verified,Frank,Manhattan,Upper East Side,40.77531,-73.95165,United States,US,False,strict,Entire home/apt,2011.0,$837 ,$167 ,6.0,2.0,9/3/2017,0.09,4.0,1.0,0.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
49443017,Lovely and Cosy furnished 2 bedroom apartment,13279713615,verified,Bridge,Manhattan,Upper East Side,40.76026,-73.96204,United States,US,False,flexible,Entire home/apt,2017.0,$397 ,$79 ,30.0,1.0,10/9/2017,0.05,5.0,8.0,332.0,Keep in mind your neighbors are very close.  Excessive noise and unacceptable behavior will not be tolerated.,
56448942,Large Duplex on the west village with  Backyard,52797543486,unconfirmed,Jay,Manhattan,West Village,40.73015,-74.00304,United States,US,False,strict,Entire home/apt,2009.0,$813 ,$163 ,3.0,17.0,7/2/2019,1.16,3.0,1.0,334.0,,
4828775,Stylish and cozy SOHO loft bedroom,83293931156,verified,Alix,Manhattan,SoHo,40.72101,-74.00189,United States,US,False,strict,Private room,2004.0,"$1,034 ",$207 ,1.0,9.0,12/16/2016,0.17,2.0,1.0,380.0,#NAME?,
41172324,15 MIN FROM MANHATTAN,29126697409,unconfirmed,Jodi,Queens,Sunnyside,40.74592,-73.92399,United States,US,False,moderate,Entire home/apt,2004.0,$98 ,$20 ,1.0,0.0,,,1.0,1.0,0.0,,
21402746,"Nice, fun,  Brooklyn! Bedroom & private bath",63273060972,verified,Alice,Brooklyn,Bushwick,40.68677,-73.91571,United States,US,False,flexible,Private room,2020.0,$233 ,$47 ,1.0,8.0,6/3/2019,0.94,4.0,1.0,31.0,,
5287736,Beautiful One-Bedroom Apartment  Near Central Park,58984267098,unconfirmed,Jessica M.,Manhattan,Upper East Side,40.76813,-73.95354,United States,US,True,strict,Entire home/apt,2020.0,$123 ,$25 ,7.0,17.0,5/24/2018,0.35,5.0,3.0,335.0,,
47022838,Perrier Palace,8583500468,verified,Stephanie,Brooklyn,Bedford-Stuyvesant,40.69102,-73.94898,United States,US,False,strict,Entire home/apt,2003.0,$512 ,$102 ,4.0,2.0,12/11/2017,0.09,2.0,1.0,0.0,,
56860406,Private room in Williamsburg 15 mins from city,87298384470,unconfirmed,Ed,Brooklyn,Williamsburg,40.71708,-73.94278,United States,US,True,strict,Private room,2022.0,$430 ,$86 ,7.0,0.0,,,5.0,1.0,0.0,,
22260468,"COMPLETELY PRIVATE ""SMART"" APT IN EAST VILLAGE",29948734774,verified,Eden,Manhattan,East Village,40.72861,-73.97734,United States,US,True,strict,Entire home/apt,2011.0,$412 ,$82 ,1.0,4.0,6/4/2019,0.55,5.0,1.0,41.0,"No smoking, keep clean and respect property",
52697721,Luxurious Brooklyn Getaway - Two Bedroom Apartment,35545028932,unconfirmed,Joycelyn,Brooklyn,Crown Heights,40.67363,-73.91385,United States,US,False,moderate,Entire home/apt,2019.0,$75 ,$15 ,2.0,49.0,6/29/2019,3.31,4.0,3.0,210.0,"- Absolutely no smoking in, on or near the property, not suitable for children under 16 years of age.",
17881281,"1 private bedroom in Lower East Side, Manhattan",90904675621,unconfirmed,Lawrence,Manhattan,Lower East Side,40.72142,-73.98411,United States,US,True,flexible,Private room,2008.0,$215 ,$43 ,10.0,2.0,5/5/2018,0.13,5.0,1.0,87.0,No Smoking No Pets,
56885259,High Ceilings steps to Barclay Cntr,69806701486,verified,Rebekah,Brooklyn,Park Slope,40.67697,-73.97406,United States,US,False,strict,Entire home/apt,2003.0,$687 ,$137 ,1.0,108.0,7/1/2019,3.62,1.0,2.0,130.0,"Check in/out: We typically follow the standard check in and out times (4 p.m., 11 a.m. respectively) however I'm extremely flexible and can accommodate your needs as long as it doesn't impact another renter if you have special check-in or out times.  There is a keypad lock and each renter will receive their own passcode so you can come and go as you please and not worry about keys or timing.   Pets:  I don't have any pets living at the home but I am a dog lover and know it can be difficult to find accommodations for your 4-legged family members.  Pets are welcome but please be respectful of the furniture and floors and clean up after them. Smoking:  There is no cigarette smoking in the home or on the property as there have been concerns with cigarette butts creating a fire hazard on the deck.  Please contact me if you need to discuss for your specific situation. Lock doors/windows at all times:  While the area is safe, it is still an urban environment and doors/windows need to be locke",
36113809,Homely Peaceful Apartment. Close to JFK,43853490103,verified,Edgar,Queens,Woodhaven,40.69667,-73.84986,United States,US,False,moderate,Private room,2013.0,$393 ,$79 ,30.0,42.0,9/30/2021,1.17,2.0,2.0,33.0,,
19870666,Charming and Artistic West Village Studio,67806871966,unconfirmed,Conrad,Manhattan,West Village,40.73894,-74.00108,United States,US,True,flexible,Entire home/apt,2018.0,"$1,133 ",$227 ,2.0,15.0,12/22/2018,1.33,4.0,1.0,0.0,Check-in after noon before 8pm. Check-out 11am.  No smoking or pets permitted in the unit.,
24677332,Corner Room in Midtown Manhattan | Outdoor Terrace + Fitness Center,53044234582,unconfirmed,Yotel,Manhattan,Hell's Kitchen,40.75842,-73.99609,United States,US,True,moderate,Private room,2009.0,$431 ,$86 ,1.0,1.0,5/17/2019,0.57,3.0,10.0,342.0,We like quirt. So please dont hold party at night.,
1706623,Cozy Room in GREENPOINT Apt. YeY,15413806777,verified,Yonatan,Brooklyn,Greenpoint,40.72515,-73.95153,United States,US,False,strict,Private room,2016.0,$615 ,$123 ,1.0,0.0,,,5.0,1.0,312.0,No Smoking  No Pets,
30282625,Charming 1-bedroom Williamsburg apartment!,47116941281,verified,Hayley,Brooklyn,Williamsburg,40.72036,-73.95967,United States,US,False,strict,Entire home/apt,2004.0,$910 ,$182 ,2.0,1.0,2/20/2022,1.0,3.0,1.0,83.0,,
10332997,Private Room in Bushwick Parlor Apartment,32884646271,verified,Kelly,Brooklyn,Williamsburg,40.70667,-73.92668,United States,US,False,strict,Private room,2021.0,$720 ,$144 ,14.0,0.0,,,1.0,1.0,253.0,1. Do adjust the heat/central air to your liking. 2. Do feel free to use all the amenities in the kitchen/bathroom. 3. Don't mind the neighbors. 4. Don't use the backyard space. 5. Park on the street - the parking space is for the downstairs neighbor only. 6. Smoke outdoors.,
31820228,Artsy Bedroom in Sunlit Apartment w/ Balconies,59131980538,unconfirmed,Elizabeth,Brooklyn,Bedford-Stuyvesant,40.68806,-73.92976,United States,US,True,moderate,Private room,2008.0,$267 ,$53 ,2.0,34.0,2/1/2022,2.48,2.0,1.0,64.0,,
22283664,Magnificent Midtown West 2BR Apt + Gym and Spa!,3341100080,unconfirmed,Jen,Manhattan,Hell's Kitchen,40.76093,-73.99924,United States,US,True,flexible,Entire home/apt,2007.0,$160 ,$32 ,30.0,0.0,,,2.0,8.0,333.0,-We do not allow pets because we already have a small dog in the house but he is very friendly! -Please make sure to close the back door when you are coming in and out.,
49127101,Beautiful bedroom in ideal Brooklyn location!,46723579393,unconfirmed,Sharina,Brooklyn,Kensington,40.63622,-73.97406,United States,US,False,strict,Entire home/apt,2015.0,$300 ,$60 ,1.0,0.0,,,3.0,1.0,0.0,"Prices $150.00 per night for 1 or 2 people. Late night noise is not allowed. Over night guests are not allowed. It is allowed if you may like to cook dinner and eat at home, with us or on your own. We go to bed between 11pm and 1 am. We rise at 10am.  House is very solid & quiet.",
30845971,Private suite in Carroll Gardens,6664204663,unconfirmed,Mark,Brooklyn,Carroll Gardens,40.67788,-73.99874,United States,US,False,moderate,Private room,2007.0,$563 ,$113 ,2.0,347.0,2/14/2022,5.31,5.0,1.0,33.0,,
11328241,"Park Slope Bklyn, Large 2 BD/2 BTH",66355260552,unconfirmed,Chris & Jayma,Brooklyn,Park Slope,40.67861,-73.98066,United States,US,True,strict,Entire home/apt,2019.0,$649 ,$130 ,30.0,2.0,2/12/2017,0.06,2.0,1.0,250.0,"There's no cleaning fee, so we'd appreciate relative tidiness.",
2220262,Short Term Stay in Chelsea/MP NYC,44197546771,unconfirmed,Renee,Manhattan,Chelsea,40.74583,-74.00363,United States,US,True,flexible,Entire home/apt,2020.0,$812 ,$162 ,7.0,0.0,,,1.0,1.0,398.0,,
4918800,Cozy Private Room for one female,96307239083,verified,Christine,Manhattan,East Harlem,40.78744,-73.95211,United States,US,True,strict,Private room,2011.0,$98 ,$20 ,7.0,167.0,5/22/2019,3.21,5.0,1.0,391.0,Please take off your shoes outside of house. Keep clean in the kitchen and bathroom. This room is only for one person. ,
18155774,"Peaceful spacious bedroom, easy commute to city",14427852374,unconfirmed,Jude,Queens,Glendale,40.70297,-73.895,United States,US,True,strict,Private room,2010.0,$873 ,$175 ,7.0,0.0,,,4.0,1.0,0.0,"no smoking, no pet, keep clean",
13291668,Private Room Available in 3BR Apt -Stuyvesant Town,45488418737,verified,Tom,Manhattan,Stuyvesant Town,40.73117,-73.97616,United States,US,False,strict,Private room,2010.0,$535 ,$107 ,31.0,0.0,,,1.0,1.0,0.0,,
4489111,Stay on St. Marks Place for your NYC Vacation!,93000635866,verified,Teena,Manhattan,East Village,40.72764,-73.98748,United States,US,True,flexible,Private room,2014.0,$621 ,$124 ,2.0,2.0,12/25/2017,0.1,2.0,1.0,283.0,"In order to provide a  healthy, comfortable and safe environment the following rules must be respected and adhered to throughout your entire stay. Most of what follows is common sense or common courtesy. The rules serve to protect you as a guest by helping ensure the environment you find here is the one that we intended to create. Please keep in mind:  You will be sharing common areas with other guests or residents, and thus the cleanliness of the common areas is far more dependent upon all guests cleaning up after themselves, than it is upon my once a week cleaning. Most guests do very well in keeping common areas clean! House rules: Please do not drag luggage up the front stairs. Please leave things as they are in your room: do not remove pictures from walls, don't move furniture around, and do not remove mattress protector from the mattress. Also, it should not be necessary to say, but since some guests have done this, I must add: please do not take any of my personal possessions ou",
55925914,ROOM Astoria 8 min to NWR train nice Neighborhood,14253797913,verified,Marco,Queens,Astoria,40.76538,-73.91168,United States,US,True,flexible,Private room,2016.0,$500 ,$100 ,1.0,2.0,12/2/2018,0.23,5.0,1.0,359.0,,
51763781,Sunny 1 bedroom in Nolita,47907920224,unconfirmed,Masha,Manhattan,Lower East Side,40.7203,-73.99172,United States,US,True,strict,Entire home/apt,2015.0,$567 ,$113 ,2.0,18.0,4/28/2018,0.87,5.0,1.0,0.0,,
39444730,INSANE NYC views! Live in the sky!,11329314087,verified,Dee,Manhattan,Hell's Kitchen,40.76206,-73.9998,United States,US,True,flexible,Entire home/apt,2018.0,$984 ,$197 ,30.0,11.0,3/8/2013,0.13,2.0,2.0,33.0,,
44666726,Cozy Zen Brooklyn Bedroom,96566873328,unconfirmed,Noor,Brooklyn,Crown Heights,40.66507,-73.95699,United States,US,False,strict,Private room,2011.0,$558 ,$112 ,7.0,11.0,6/24/2018,0.4,3.0,1.0,0.0,"Guest is expected to behave in a nice and orderly manner with respect to other roommates and neighbors. The guest is expected to keep the WHOLE apartment in the same condition they found it in, including the bedroom and bathrooms.",
8080165,Beautiful Luxury Manhattan 3bed/2bath!,18533140119,unconfirmed,Anat,Manhattan,Upper West Side,40.79113,-73.96645,United States,US,True,moderate,Entire home/apt,2009.0,$769 ,$154 ,3.0,23.0,12/30/2018,0.54,3.0,1.0,315.0,,
5308171,The Notorious B.N.B. { The William Henry },8141096382,unconfirmed,Jessica,Brooklyn,Clinton Hill,40.68963,-73.96713,United States,US,False,strict,Private room,2012.0,$123 ,$25 ,1.0,94.0,6/26/2019,1.85,2.0,11.0,289.0,,
37750273,Warm and cozy room in Williamsburg,28260027690,unconfirmed,Kai,Brooklyn,Williamsburg,40.71725,-73.94164,United States,US,True,moderate,Entire home/apt,2007.0,"$1,088 ",$218 ,30.0,28.0,11/1/2020,0.53,3.0,1.0,0.0,,
48526751,Sunny 1 Bedroom in Park Slope near Prospect Park,20612833816,unconfirmed,Priyanka,Brooklyn,Park Slope,40.66936,-73.97724,United States,US,False,flexible,Entire home/apt,2011.0,$350 ,$70 ,8.0,1.0,5/30/2016,0.03,3.0,1.0,405.0,Please take care of my space and things.,
28252923,Old World Charm Meets  Modern Brooklyn,55977585946,verified,Cyrus,Brooklyn,Prospect-Lefferts Gardens,40.65784,-73.94484,United States,US,False,strict,Entire home/apt,2004.0,"$1,080 ",$216 ,5.0,0.0,,,2.0,1.0,156.0,,
35586362,"Home For Medical Professionals - ""Veisalgia""",4013899025,verified,Stat,Brooklyn,East Flatbush,40.65877,-73.9332,United States,US,True,moderate,Private room,2011.0,$209 ,$42 ,6.0,2.0,11/6/2021,0.33,2.0,52.0,211.0,,
7571497,Large Modern Apartment w Backyard,48968692890,verified,Kristine,Brooklyn,Kensington,40.64735,-73.97611,United States,US,False,moderate,Entire home/apt,2011.0,$649 ,$130 ,4.0,1.0,12/2/2015,0.02,2.0,1.0,199.0,- I've got a parking space that I can rent to you separately for $20 a night,
1303444,STYLISH EAST VILLAGE FLAT,6825076306,verified,Arnold,Manhattan,,40.73089,-73.98195,United States,US,True,strict,Entire home/apt,2013.0,$749 ,$150 ,30.0,25.0,4/30/2018,0.26,4.0,1.0,67.0,,
52664030,Nice place for ladies only,44867127986,unconfirmed,Sissy,Bronx,Olinville,40.88455,-73.86587,United States,US,True,strict,Shared room,2003.0,$902 ,$180 ,1.0,10.0,3/7/2019,0.67,3.0,1.0,312.0,- Respect your neighbors and the living space - Check out by 11am - Check in between 3pm & 7pm,
27295787,"Open floor plan, 1,000 Sq ft in Bed-Stuy",61361940492,unconfirmed,S,Brooklyn,Bedford-Stuyvesant,40.68218,-73.92129,United States,US,True,flexible,Private room,2021.0,$745 ,$149 ,2.0,1.0,6/23/2019,1.0,2.0,1.0,97.0,"There is a gas grill on the roof, but unfortunately, we cannot allow guests to use it due to safety concerns. Please make sure to close the door to the roof when not in use.",
46481032,Eclectic NY Apartment 15 minutes to LGA & JFK,5120807159,verified,Shuvo,Queens,Jamaica Hills,40.71062,-73.80145,United States,US,True,moderate,Private room,2016.0,$783 ,$157 ,1.0,4.0,8/18/2017,0.17,3.0,1.0,0.0,"This is a pretty quiet house in a residential neighborhood, so please be respectful of noise. No overnight guests without prior arrangements being made.",
7536150,Upper East Side At Its Best,84723576050,verified,Zahra,Manhattan,Upper East Side,40.78179,-73.947,United States,US,True,flexible,Entire home/apt,2006.0,$291 ,$58 ,1.0,0.0,,,5.0,1.0,396.0,"Iconic Boston Brownstone with amazing views, but no elevator. 3 flights of stairs up to the apartment, another set once in the unit up to the private roof deck. No smoking, no pets. My apartment is in a building with 2 other units, people who live there full time. Please be respectful of my neighbors and their privacy, no late night parties.  This is a quiet building.",
45458172,Beautiful cozy spacious Room near Park,45682271110,unconfirmed,Narina,Brooklyn,Crown Heights,40.66847,-73.94981,United States,US,True,moderate,Private room,2012.0,$354 ,$71 ,5.0,18.0,4/30/2018,0.72,4.0,1.0,312.0,"PLEASE READ ALL HOUSE RULES TRASH can only go out  BEFORE  8 AM or the night before trash days ONLY.  Trash days are Monday and Friday ONLY.  Trash must only be placed outside in a black or white trash bag.  Recycling can be placed outside on Fridays in a clear bag or in a box.  DO NOT PUT OUT TRASH ANY OTHER DAYS!  A $100 fine will occur if you put trash out early.  DO NOT have any mail or packages shipped to you while you are staying. Please realize that you are in an apartment and need to be very considerate of the people who live in the units around you.  Beacon Hill is a quiet, professional neighborhood with working people.  Please respect that they do not appreciate loud neighbors. Keep the noise level to a minimum. Do NOT play loud music.  Try not to make too much noise after 10pm, and please do not bring any other guests who are not on the reservation back to the apartment unless you truly trust them.  We realize we cannot stop people from bringing back a ""friend"" but remember ",
10985815,The Mahogany Suite- The Solo Adventurer l,86256211401,unconfirmed,The Mahogany Suite(Studio Apartment,Brooklyn,East Flatbush,40.6628,-73.93397,United States,US,False,strict,Private room,2020.0,$819 ,$164 ,2.0,24.0,6/17/2019,0.71,2.0,3.0,290.0,,
26319320,Stylish 1 bd apartment in the heart of NYC,7379666834,unconfirmed,Lisa,Manhattan,Hell's Kitchen,40.76537,-73.98487,United States,US,True,strict,Entire home/apt,2018.0,$906 ,$181 ,1.0,4.0,6/17/2019,4.0,3.0,1.0,120.0,"This is a non-smoking residence.  There is light housekeeping (biweekly washing of linens, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival.",
22832098,Private room in sunny apartment in Williamsburg,97857059904,unconfirmed,Baptiste,Brooklyn,Williamsburg,40.70766,-73.94789,United States,US,True,flexible,Private room,2008.0,$510 ,$102 ,3.0,2.0,2/3/2019,0.31,4.0,1.0,0.0,"This room is the perfect fit for you if you're looking for a cheap and quick few night stay! The house is laid back - smoking is allowed on the back porch, you will have access to use our refrigerator - but please bring your own food, towels will be provided, the kitchen is stocked with appliances as well. Because the space is shared with other roommates expect you may see them and keep noise and interaction to a respectful level :)",
42134983,Anny's Place,12477716728,unconfirmed,Ana,Manhattan,Washington Heights,40.85019,-73.93004,United States,US,True,strict,Entire home/apt,2020.0,$734 ,$147 ,2.0,16.0,6/29/2019,4.25,5.0,1.0,51.0,,
54658938,"SofaBed-Hell's Kitchen, Heart of Manhattan",44892009975,verified,Joseph,Manhattan,Hell's Kitchen,40.76391,-73.99325,United States,US,True,strict,Shared room,2007.0,$717 ,$143 ,1.0,44.0,7/2/2019,4.0,4.0,1.0,31.0,"Please Note: This unit was just renovated last year and it comfortably accommodates 6 guests, but up to 8 guests are permitted (two guests in each bedroom, 1 guest on each twin bed, and 1 guest on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken o",
